"","Y_train","MSZoning","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","SaleType","SaleCondition","Years_S_B","Years_S_R","Years_S_G","Years_B_R","Years_B_G","Years_R_G"
"1035",119750,"RL",6305,"Reg","Bnk","Inside","Crawfor","Norm","1Fam",5,7,"Gable","None",0,"TA","Gd","PConc","Fa","No","Unf",0,"Unf",0,920,920,"Ex",954,0,954,0,1,0,2,"Fa",5,1,"Basment","Unf",1,240,0,0,0,"6","WD","Normal",69,57,69,12,0,12
"1036",84000,"RL",11500,"IR1","Lvl","CulDSac","Edwards","Norm","1Fam",4,3,"Gable","None",0,"TA","Gd","Slab","TA","No","Unf",0,"Unf",0,0,0,"Ex",845,0,845,0,1,0,3,"TA",5,0,"Detchd","Unf",1,290,186,0,0,"1","WD","Normal",52,52,52,0,0,0
"1037",315500,"RL",12898,"IR1","HLS","Inside","Timber","Norm","1Fam",9,5,"Hip","Stone",70,"Gd","TA","PConc","Ex","Gd","GLQ",1022,"Unf",0,598,1620,"Ex",1620,0,1620,1,2,0,2,"Ex",6,1,"Attchd","Fin",3,912,228,0,0,"9","WD","Normal",2,1,1,1,1,0
"1038",287000,"RL",9240,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",8,5,"Gable","BrkFace",396,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1055,1055,"Ex",1055,1208,2263,0,2,1,3,"Gd",7,1,"BuiltIn","Fin",2,905,0,45,0,"9","WD","Normal",7,6,7,1,0,1
"1039",97000,"RM",1680,"Reg","Lvl","Inside","MeadowV","Norm","Twnhs",4,6,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,546,546,"TA",798,546,1344,0,1,1,3,"TA",6,1,"Attchd","Unf",0,0,0,0,0,"5","WD","Normal",39,1,30.4938361131256,38,8.50616388687445,29.4938361131256
"1040",80000,"RM",1680,"Reg","Lvl","Inside","MeadowV","Norm","TwnhsE",4,4,"Gable","None",0,"TA","TA","CBlock","Gd","Av","GLQ",509,"Unf",0,121,630,"TA",630,0,692.18,1,1,0,1,"TA",3,0,"Attchd","Unf",1,286,0,0,0,"4","WD","Normal",39,39,39,0,0,0
"1041",155000,"RL",13125,"Reg","Lvl","Corner","Sawyer","Norm","1Fam",5,4,"Gable","BrkCmn",67,"TA","TA","CBlock","TA","No","Rec",168,"BLQ",682,284,1134,"Ex",1803,0,1803,1,2,0,3,"TA",8,1,"Attchd","RFn",2,484,0,0,0,"1","WD","Normal",49,6,49,43,0,43
"1042",173000,"RL",9130,"Reg","Lvl","Inside","NWAmes","Feedr","1Fam",6,8,"Hip","BrkFace",252,"TA","TA","CBlock","TA","No","GLQ",400,"Rec",64,336,800,"Gd",800,832,1632,0,1,1,4,"Gd",7,0,"Attchd","Unf",2,484,0,40,0,"7","WD","Normal",42,8,42,34,0,34
"1043",196000,"RL",5381,"IR1","Lvl","Inside","NridgHt","Norm","Twnhs",6,5,"Gable","Stone",135,"Gd","TA","PConc","Gd","Av","ALQ",900,"Unf",0,406,1306,"Ex",1306,0,1306,1,2,0,1,"Gd",5,1,"Attchd","RFn",2,624,170,63,0,"8","WD","Normal",4,4,4,0,0,0
"1044",262280,"RL",11839,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",7,5,"Hip","BrkFace",99,"TA","TA","PConc","Gd","No","GLQ",1085,"Unf",0,390,1475,"Ex",1532,797,2329,1,2,1,4,"Gd",10,1,"Attchd","Unf",2,514,192,121,0,"5","WD","Normal",18,18,18,0,0,0
"1045",278000,"RL",9600,"Reg","Lvl","Inside","NWAmes","PosN","1Fam",8,5,"Hip","None",0,"Gd","TA","PConc","Gd","No","ALQ",1104,"Unf",0,1420,2155.05,"TA",2219.46,0,2524,1,2,1,4,"Gd",9,1,"Attchd","Fin",2,542,474,120,0,"7","WD","Normal",28,28,28,0,0,0
"1046",139600,"RL",13680,"IR1","Lvl","CulDSac","Edwards","Norm","1Fam",3,5,"Hip","None",0,"TA","TA","Slab","TA","No","Unf",0,"Unf",0,0,0,"Ex",1733,0,1733,0,2,0,4,"TA",8,1,"Attchd","Unf",2,452,0,0,0,"6","WD","Normal",54,54,54,0,0,0
"1047",556581,"RL",16056,"IR1","Lvl","Inside","StoneBr","Norm","1Fam",9,5,"Hip","Stone",208,"Gd","TA","PConc","Ex","Av","GLQ",240,"Unf",0,1752,1992,"Ex",1992,876,2868,0,3,1,4,"Ex",11,1,"BuiltIn","Fin",3,716,214,108,0,"7","New","Partial",1,0,1,1,0,1
"1048",145000,"RL",9245,"IR2","Lvl","Inside","CollgCr","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","PConc","Gd","No","GLQ",686,"Unf",0,304,990,"Ex",990,0,990,0,1,0,3,"TA",5,0,"Detchd","Unf",2,672,0,0,0,"2","WD","Normal",14,13,12,1,2,-1
"1049",115000,"RL",21750,"Reg","Lvl","Inside","Mitchel","Norm","1Fam",5,4,"Hip","BrkFace",75,"TA","Fa","Slab","TA","No","Unf",0,"Unf",0,0,0,"TA",1771,0,1771,0,1,0,3,"TA",9,1,"Attchd","Unf",2,336,0,0,0,"11","WD","Normal",49,3,49,46,0,46
"1050",84900,"RL",11100,"Reg","Low","Inside","Edwards","Norm","1Fam",4,7,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,0,0,"Ex",930,0,930,0,1,0,2,"Gd",6,0,"Detchd","Unf",1,308,0,0,0,"4","WD","Abnorml",64,4,64,60,0,60
"1051",176485,"RL",8993,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,1302,1302,"Ex",1302,0,1302,0,2,0,3,"Gd",6,0,"Attchd","Fin",2,436,0,22,0,"8","New","Partial",0,0,0,0,0,0
"1052",200141,"RL",11175,"IR1","Lvl","Corner","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,1316,1316,"Ex",1316,0,1316,0,2,0,3,"Gd",6,1,"Attchd","Fin",2,440,0,20,0,"10","New","Partial",0,0,0,0,0,0
"1053",165000,"RL",9500,"Reg","Lvl","Corner","NAmes","Artery","1Fam",6,6,"Gable","BrkCmn",272,"TA","TA","CBlock","TA","No","Rec",442,"Unf",0,374,816,"TA",1127,850,1977,0,1,1,4,"TA",9,1,"Attchd","RFn",2,540,0,52,0,"6","WD","Normal",43,29,43,14,0,14
"1054",144500,"RL",8562,"Reg","Lvl","Inside","Edwards","Norm","1Fam",5,6,"Hip","Stone",145,"TA","TA","CBlock","TA","Av","Rec",383,"Unf",0,833,1216,"Ex",1526,0,1526,0,1,0,4,"TA",7,1,"Basment","Unf",1,364,116,78,0,"5","WD","Normal",53,8,53,45,0,45
"1055",255000,"RL",11367,"Reg","Lvl","Corner","CollgCr","Norm","1Fam",8,5,"Gable","BrkFace",210,"Gd","TA","PConc","Gd","Mn","GLQ",932,"Unf",0,133,1065,"Ex",1091,898,1989,1,2,1,3,"Gd",7,1,"Attchd","Fin",2,586,199,60,0,"11","WD","Normal",4,4,4,0,0,0
"1056",180000,"RL",11361,"Reg","Lvl","Inside","NWAmes","Norm","1Fam",6,5,"Gable","BrkFace",160,"TA","TA","CBlock","Gd","No","ALQ",644,"Unf",0,549,1193,"TA",1523,0,1523,0,2,0,3,"TA",7,1,"Attchd","Fin",2,478,0,0,0,"5","COD","Abnorml",32,32,32,0,0,0
"1057",185850,"RL",7052,"IR1","Lvl","Inside","NridgHt","Norm","TwnhsE",7,5,"Gable","Stone",240,"Gd","TA","PConc","Gd","Av","GLQ",659,"Unf",0,705,1364,"Ex",1364,0,1364,1,2,0,2,"Gd",6,1,"Attchd","RFn",2,484,192,36,0,"6","WD","Normal",1,1,1,0,0,0
"1058",248000,"RL",29959,"IR2","Lvl","FR2","NoRidge","Norm","1Fam",7,6,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",595,"Unf",0,378,973,"Ex",979,871,1850,0,2,1,3,"Gd",7,1,"BuiltIn","Fin",2,467,168,98,0,"1","WD","Normal",15,15,15,0,0,0
"1059",335000,"RL",11308,"IR1","Lvl","Inside","NridgHt","Norm","1Fam",9,5,"Gable","Stone",154,"Ex","TA","PConc","Ex","Av","GLQ",936,"Unf",0,168,1104,"Ex",1130,1054,2184,1,2,1,3,"Ex",10,1,"Attchd","Fin",3,836,0,102,0,"7","WD","Normal",1,1,1,0,0,0
"1060",220000,"RL",11275,"IR1","HLS","Corner","Crawfor","Norm","1Fam",6,7,"Gable","BrkFace",480,"TA","TA","CBlock","TA","Mn","Rec",297,"LwQ",557,0,854,"TA",1096,895,1991,0,1,1,3,"TA",7,1,"Detchd","Unf",2,432,0,0,19,"3","WD","Normal",75,57,30,18,45,-27
"1061",213500,"RL",4920,"Reg","Lvl","Inside","StoneBr","Norm","TwnhsE",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","Mn","GLQ",616,"Unf",0,722,1338,"Ex",1338,0,1338,1,2,0,2,"Gd",6,0,"Attchd","Fin",2,582,0,0,170,"4","WD","Normal",9,9,9,0,0,0
"1062",81000,"C (all)",18000,"Reg","Low","Inside","IDOTRR","Norm","1Fam",3,4,"Gable","None",0,"Fa","TA","CBlock","TA","No","Unf",0,"Unf",0,894,894,"TA",894,0,894,0,1,0,2,"TA",6,0,"Detchd","RFn",3,1002.79,0,20,0,"8","ConLD","Normal",73,58,14,15,59,-44
"1063",90000,"RM",13600,"Reg","Lvl","Inside","OldTown","Norm","2fmCon",5,5,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,662,662,"TA",1422,915,2337,0,2,0,5,"TA",10,0,"Detchd","Unf",2,560,0,57,0,"9","WD","Normal",107,57,62,50,45,5
"1064",110500,"RM",6000,"Reg","Lvl","Inside","OldTown","Artery","1Fam",6,6,"Gable","None",0,"TA","Gd","BrkTil","TA","No","BLQ",397,"Unf",0,706,1103,"Gd",1103,0,1103,0,1,0,2,"Gd",5,1,"Detchd","Unf",2,440,166,120,0,"7","WD","Normal",81,26,30,55,51,4
"1065",154000,"RL",11000,"IR1","Lvl","CulDSac","NAmes","Norm","1Fam",5,6,"Gable","BrkFace",200,"TA","TA","CBlock","TA","Mn","BLQ",740,"Rec",230,184,1154,"Ex",1154,0,1154,0,1,1,3,"TA",6,1,"Attchd","RFn",2,480,0,58,0,"11","WD","Normal",43,43,43,0,0,0
"1066",328000,"RL",14000,"Reg","Lvl","Inside","ClearCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Ex","Gd","GLQ",1201,"Unf",0,105,1306,"Ex",1306,954,2260,1,2,1,3,"Gd",7,0,"Attchd","RFn",2,533,296,44,0,"4","WD","Normal",14,13,14,1,0,1
"1067",178000,"RL",7837,"IR1","Lvl","Inside","Gilbert","Norm","1Fam",6,7,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,799,799,"Gd",799,772,1571,0,2,1,3,"TA",7,1,"Attchd","RFn",2,380,0,40,0,"5","WD","Normal",16,15,16,1,0,1
"1068",167900,"RL",9760,"Reg","Lvl","Inside","NAmes","Norm","1Fam",6,6,"Gable","BrkFace",360,"TA","TA","CBlock","TA","Gd","GLQ",674,"LwQ",106,0,780,"TA",798,813,1611,1,1,1,4,"TA",7,0,"Attchd","RFn",2,442,328,128,0,"6","WD","Normal",44,44,44,0,0,0
"1069",151400,"RM",3964,"Reg","Lvl","Inside","MeadowV","Norm","TwnhsE",6,4,"Gable","None",0,"TA","TA","CBlock","Gd","No","ALQ",837,"Unf",0,105,942,"Gd",1291,1230,2521,1,2,1,5,"TA",10,1,"Attchd","Fin",2,576,505.46,20,0,"6","WD","Normal",33,33,33,0,0,0
"1070",135000,"RL",9600,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","CBlock","TA","No","ALQ",220,"Unf",0,625,845,"TA",893,0,893,0,1,0,2,"Gd",4,0,"Detchd","Unf",2,576,0,0,0,"5","WD","Normal",58,4,22,54,36,18
"1071",135000,"RL",10152,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Hip","BrkFace",120,"TA","TA","CBlock","TA","No","BLQ",586,"Unf",0,462,1048,"TA",1048,0,1048,1,1,0,3,"TA",6,0,"Attchd","Unf",1,286,0,20,0,"6","WD","Normal",51,51,51,0,0,0
"1072",154000,"RL",11700,"Reg","Lvl","Inside","NWAmes","RRAn","1Fam",6,6,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",298,"Unf",0,429,727,"Ex",829,727,1556,0,1,1,4,"TA",8,0,"Attchd","Unf",2,441,0,0,0,"5","WD","Normal",41,41,41,0,0,0
"1073",91500,"RL",7585,"Reg","Lvl","Inside","Edwards","Artery","1Fam",5,3,"Gable","None",0,"TA","TA","CBlock","Fa","Mn","Unf",0,"Unf",0,810,810,"Fa",1002,454,1456,1,1,0,4,"TA",7,1,"Detchd","Unf",1,280,0,0,0,"8","WD","Normal",58,56,52,2,6,-4
"1074",159500,"RL",7950,"IR1","Bnk","Corner","Edwards","Norm","1Fam",6,6,"Hip","BrkFace",140,"TA","TA","CBlock","TA","No","BLQ",535,"Unf",0,155,690,"TA",698,728,1426,0,1,1,3,"TA",6,0,"Attchd","Fin",2,440,252,0,0,"7","WD","Normal",32,32,32,0,0,0
"1075",194000,"RL",8556,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","Unf",0,"Unf",0,1240,1240,"Ex",1240,0,1240,0,2,0,2,"Gd",5,0,"Attchd","RFn",3,826,140,93,0,"5","WD","Normal",1,1,1,0,0,0
"1076",219500,"RL",13125,"Reg","Lvl","Inside","Crawfor","Norm","1Fam",7,6,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",410,"Unf",0,390,800,"TA",960,780,1740,0,1,1,3,"TA",6,2,"Attchd","Unf",1,240,0,0,0,"7","CWD","Normal",67,23,67,44,0,44
"1077",170000,"RL",10800,"Reg","Lvl","Inside","OldTown","Norm","1Fam",5,8,"Gable","None",0,"TA","TA","CBlock","Fa","No","ALQ",626,"Unf",0,170,796,"Gd",1096,370,1466,0,2,0,3,"Gd",7,1,"Attchd","Unf",2,566,436,21,0,"4","WD","Normal",70,17,56,53,14,39
"1078",138800,"RL",15870,"IR1","Lvl","Corner","NAmes","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","Mn","BLQ",75,"Rec",791,230,1096,"Ex",1096,0,1096,1,1,0,3,"TA",6,0,"Attchd","Fin",1,299,240,32,0,"3","WD","Abnorml",37,37,37,0,0,0
"1079",155900,"RM",4435,"Reg","Lvl","Inside","CollgCr","Norm","TwnhsE",6,5,"Gable","BrkFace",169,"Gd","TA","PConc","Gd","Mn","GLQ",662,"Unf",0,186,848,"Ex",848,0,848,1,1,0,1,"Gd",3,1,"Attchd","RFn",2,420,140,0,0,"5","WD","Normal",2,2,2,0,0,0
"1080",126000,"RL",8775,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","PConc","Gd","No","GLQ",495,"Unf",0,495,990,"Gd",990,0,990,0,1,0,3,"TA",5,0,"Attchd","Unf",1,299,0,64,0,"4","WD","Normal",13,13,11,0,2,-2
"1081",145000,"RL",11040,"Reg","Lvl","Inside","NWAmes","Norm","1Fam",6,7,"Gable","BrkFace",144,"Gd","Gd","CBlock","TA","No","ALQ",656,"Unf",0,602,1258,"Ex",1258,0,1258,0,2,0,3,"Gd",5,0,"Attchd","RFn",2,528,55,0,0,"10","COD","Abnorml",37,4,37,33,0,33
"1082",133000,"RL",7500,"Reg","Lvl","Corner","Sawyer","Feedr","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","ALQ",824,"Unf",0,216,1040,"Fa",1040,0,1040,1,1,1,3,"TA",5,0,"Attchd","Fin",1,308,0,0,220,"6","WD","Normal",47,47,47,0,0,0
"1083",192000,"RL",8749,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","BrkFace",100,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1459,1459,"Ex",1459,0,1459,0,2,0,3,"Gd",6,1,"Attchd","RFn",2,527,192,39,0,"9","WD","Normal",5,5,5,0,0,0
"1084",160000,"RL",8800,"Reg","Lvl","Inside","NAmes","Norm","1Fam",6,6,"Hip","BrkFace",425,"TA","TA","CBlock","TA","No","BLQ",553,"Unf",0,698,1251,"TA",1251,0,1251,1,1,0,3,"TA",6,2,"Attchd","RFn",1,461,0,116,0,"3","WD","Normal",42,42,42,0,0,0
"1085",187500,"RL",13031,"IR2","Lvl","Corner","Gilbert","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","No","ALQ",592,"Unf",0,99,691,"Gd",691,807,1498,0,2,1,3,"TA",6,1,"Attchd","Fin",2,409,315,44,0,"7","WD","Normal",11,10,11,1,0,1
"1086",147000,"RL",9069,"Reg","Lvl","Inside","SawyerW","Norm","1Fam",6,6,"Gable","None",0,"TA","TA","PConc","Gd","Av","GLQ",747,"Unf",0,189,936,"Ex",996,0,996,1,1,0,2,"Gd",5,0,"Attchd","Unf",2,564,120,0,0,"4","WD","Normal",18,18,18,0,0,0
"1087",83500,"RM",1974,"Reg","Lvl","Inside","MeadowV","Norm","TwnhsE",4,5,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",334,"Unf",0,212,546,"TA",546,546,1092,0,1,1,3,"TA",6,0,"Attchd","RFn",1,286,120,96,0,"5","WD","Normal",37,37,37,0,0,0
"1088",252000,"FV",10574,"Reg","Lvl","Inside","Somerst","Norm","1Fam",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","Mn","Unf",0,"Unf",0,1082,1082,"Ex",1082,871,1953,0,2,1,3,"Gd",9,1,"Attchd","RFn",3,1002.79,160,50,0,"5","WD","Normal",4,3,4,1,0,1
"1089",137500,"RM",2522,"Reg","Lvl","Inside","Edwards","Norm","Twnhs",7,5,"Gable","Stone",50,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,970,970,"Ex",970,739,1709,0,2,0,3,"Gd",7,0,"Detchd","Unf",2,380,0,40,0,"4","WD","Normal",2,2,2,0,0,0
"1090",197000,"FV",3316,"IR1","Lvl","Inside","Somerst","Norm","TwnhsE",8,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",1039,"Unf",0,208,1247,"Ex",1247,0,1247,1,1,1,1,"Gd",4,1,"Attchd","Fin",2,550,0,84,0,"4","WD","Normal",1,1,1,0,0,0
"1091",92900,"RL",8544,"Reg","Lvl","Corner","NAmes","Norm","Duplex",3,4,"Gable","None",0,"TA","TA","Slab","TA","No","Unf",0,"Unf",0,0,0,"Fa",1040,0,1040,0,2,0,2,"TA",6,0,"Detchd","Unf",2,400,0,0,0,"6","WD","Normal",59,59,22,0,37,-37
"1092",160000,"FV",2160,"Reg","Lvl","Inside","Somerst","Norm","Twnhs",7,5,"Gable","BrkFace",212,"Gd","TA","PConc","Gd","No","BLQ",510,"Unf",0,90,600,"Ex",624,628,1252,1,2,1,2,"Gd",4,0,"Detchd","Unf",2,462,0,48,0,"3","WD","Normal",9,8,9,1,0,1
"1093",136500,"RL",8400,"Reg","Bnk","Inside","SWISU","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","TA","No","Rec",423,"Unf",0,758,1181,"Fa",1390,304,1694,0,2,0,4,"TA",7,1,"Detchd","Unf",2,576,342,0,128,"6","WD","Normal",83,58,83,25,0,25
"1094",146000,"RL",9230,"Reg","Lvl","Corner","NAmes","Feedr","1Fam",5,8,"Hip","BrkFace",166,"TA","TA","CBlock","TA","Mn","GLQ",661,"Unf",0,203,864,"Gd",1200,0,1200,1,1,1,1,"Gd",6,0,"Detchd","Unf",2,884,0,64,0,"10","WD","Normal",41,8,29,33,12,21
"1095",129000,"RL",5868,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",248,"Rec",240,448,936,"Ex",936,0,936,1,1,0,2,"TA",4,0,"Attchd","Fin",1,308,0,0,80,"5","WD","Normal",54,10,54,44,0,44
"1096",176432,"RL",9317,"IR1","Lvl","Inside","CollgCr","Norm","1Fam",6,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",24,"Unf",0,1290,1314,"Gd",1314,0,1314,0,2,0,3,"Gd",6,1,"Attchd","RFn",2,440,0,22,0,"3","WD","Normal",1,1,1,0,0,0
"1097",127000,"RM",6882,"Reg","Lvl","Inside","IDOTRR","Norm","1Fam",6,7,"Gable","None",0,"TA","TA","PConc","TA","No","Unf",0,"Unf",0,684,684,"TA",773,582,1355,0,1,1,3,"Gd",7,0,"Attchd","Unf",0,0,136,0,115,"3","WD","Normal",93,1,28.4938361131256,92,64.5061638868744,27.4938361131256
"1098",170000,"RL",3696,"Reg","Lvl","Inside","StoneBr","Norm","TwnhsE",8,5,"Gable","None",0,"Gd","TA","CBlock","Gd","No","Unf",0,"Unf",0,1074,1074,"Ex",1088,0,1088,0,1,1,2,"Gd",5,0,"Attchd","RFn",2,461,0,74,137,"10","WD","Normal",21,21,20,0,1,-1
"1099",128000,"RM",6000,"Reg","Lvl","Inside","BrkSide","Norm","1Fam",4,6,"Gable","None",0,"TA","TA","BrkTil","TA","No","BLQ",672,"Unf",0,0,672,"TA",757,567,1324,0,1,0,3,"TA",6,0,"Detchd","Unf",1,240,0,0,0,"7","WD","Normal",73,59,73,14,0,14
"1100",157000,"RL",11880,"IR1","Lvl","Inside","NWAmes","RRAn","1Fam",7,5,"Gable","BrkFace",206,"TA","TA","CBlock","Gd","No","ALQ",704,"Unf",0,567,1271,"TA",1601,0,1601,0,2,0,3,"TA",7,1,"Attchd","RFn",2,478,0,0,0,"4","COD","Abnorml",31,31,31,0,0,0
"1101",60000,"RL",8400,"Reg","Bnk","Inside","SWISU","Norm","1Fam",3,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Rec",290,"Unf",0,0,290,"TA",520,0,692.18,0,1,0,1,"Fa",3,0,"Detchd","Unf",1,246,0,0,0,"1","WD","Normal",89,59,79,30,10,20
"1102",119500,"RL",9758,"IR1","Lvl","Inside","NAmes","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",412,"LwQ",287,251,950,"TA",950,0,950,0,1,0,3,"TA",5,0,"Detchd","Unf",1,280,0,0,0,"7","WD","Normal",36,36,26,0,10,-10
"1103",135000,"RL",7000,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,7,"Gable","BrkFace",45,"TA","TA","CBlock","TA","No","Rec",588,"Unf",0,422,1010,"Ex",1134,0,1134,0,1,0,2,"TA",6,0,"Attchd","RFn",1,254,0,16,0,"4","WD","Family",47,5,47,42,0,42
"1104",159500,"RL",8910,"Reg","Lvl","Corner","NAmes","Norm","1Fam",6,6,"Hip","None",0,"TA","TA","CBlock","TA","Mn","ALQ",655,"Unf",0,0,655,"Ex",1194,0,1194,0,1,0,3,"TA",6,1,"BuiltIn","Fin",2,539,0,0,192,"7","WD","Normal",47,47,52,0,-5,5
"1105",106000,"RM",2016,"Reg","Lvl","Inside","BrDale","Norm","TwnhsE",5,5,"Gable","BrkFace",304,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,630,630,"TA",630,672,1302,0,2,1,3,"TA",6,0,"Detchd","Unf",2,440,0,0,0,"4","WD","Normal",37,37,37,0,0,0
"1106",325000,"RL",12256,"IR1","Lvl","Corner","NoRidge","Norm","1Fam",8,5,"Gable","BrkFace",362,"Gd","TA","PConc","Ex","Av","GLQ",1032,"Unf",0,431,1463,"Ex",1500,1122,2622,1,2,1,3,"Gd",9,2,"Attchd","RFn",2,712,186,32,0,"4","WD","Normal",16,15,16,1,0,1
"1107",179900,"RL",10357,"IR1","Lvl","Corner","SawyerW","Feedr","1Fam",7,5,"Hip","None",0,"Gd","TA","PConc","Gd","Mn","GLQ",738,"Unf",0,172,910,"Gd",1442,0,1442,1,2,0,3,"Gd",6,1,"Attchd","Fin",2,719,0,244,0,"5","WD","Normal",17,16,17,1,0,1
"1108",274725,"RL",23257,"IR3","HLS","CulDSac","Gilbert","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Ex","No","Unf",0,"Unf",0,868,868,"Ex",887,1134,2021,0,2,1,3,"Gd",9,1,"BuiltIn","RFn",2,422,0,100,0,"9","New","Partial",0,0,0,0,0,0
"1109",181000,"RL",8063,"Reg","Lvl","Inside","Gilbert","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,924,924,"Ex",948,742,1690,0,2,1,3,"TA",7,1,"Attchd","RFn",2,463,100,48,0,"11","WD","Abnorml",7,7,7,0,0,0
"1110",280000,"RL",11362,"IR1","Lvl","Inside","NridgHt","Norm","1Fam",8,5,"Gable","Stone",42,"Gd","TA","PConc","Ex","Mn","GLQ",1039,"Unf",0,797,1836,"Ex",1836,0,1836,1,2,0,3,"Gd",7,1,"Attchd","Fin",3,862,125,185,0,"3","WD","Normal",5,4,5,1,0,1
"1111",188000,"RL",8000,"Reg","Lvl","Inside","Gilbert","Norm","1Fam",6,5,"Gable","None",0,"TA","TA","PConc","Gd","No","GLQ",219,"Unf",0,554,773,"Gd",773,885,1658,1,2,1,3,"TA",8,1,"Attchd","Fin",2,431,224,84,0,"6","WD","Normal",13,12,13,1,0,1
"1112",205000,"RL",10480,"Reg","Lvl","Inside","NWAmes","Norm","1Fam",7,6,"Hip","BrkFace",660,"TA","TA","CBlock","TA","No","ALQ",403,"Unf",0,400,803,"TA",1098,866,1964,0,2,1,4,"TA",8,1,"Attchd","RFn",2,483,0,69,0,"9","WD","Normal",32,32,32,0,0,0
"1113",129900,"RL",7100,"IR1","Lvl","Corner","NAmes","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","CBlock","TA","No","GLQ",708,"Unf",0,108,816,"TA",816,0,816,1,1,0,2,"TA",5,0,"Detchd","Unf",1,308,0,0,0,"7","WD","Normal",49,49,49,0,0,0
"1114",134500,"RL",8923,"Reg","Lvl","Inside","NAmes","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",643,"Unf",0,365,1008,"Gd",1008,0,1008,1,1,0,2,"Gd",6,0,"Attchd","Unf",1,240,0,18,0,"5","WD","Normal",54,1,54,53,0,53
"1115",117000,"RL",5400,"Reg","Lvl","Inside","OldTown","Norm","1Fam",5,7,"Gable","None",0,"TA","Gd","CBlock","TA","No","Rec",415,"Unf",0,418,833,"Ex",833,0,833,0,1,0,2,"Gd",4,0,"Detchd","Unf",1,326,0,0,0,"8","WD","Normal",52,6,51,46,1,45
"1116",318000,"RL",12085,"Reg","Lvl","Inside","NridgHt","Norm","1Fam",8,5,"Hip","Stone",328,"Gd","TA","PConc","Ex","No","GLQ",1004,"Unf",0,730,1734,"Ex",1734,0,1734,1,2,0,3,"Ex",7,1,"Attchd","RFn",3,928,0,0,0,"11","New","Partial",0,0,0,0,0,0
