"","Id_test","Id","MSZoning","LotArea","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","OverallQual","OverallCond","RoofStyle","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","SaleType","SaleCondition","Years_S_B","Years_S_R","Years_S_G","Years_B_R","Years_B_G","Years_R_G"
"1072",2532,2532,"RL",8749,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",654,"Unf",0,325,979,"Ex",992,940,1932,1,2,1,3,"Gd",7,1,"Attchd","RFn",2,610,0,120,0,"6","WD","Normal",4,4,4,0,0,0
"1073",2533,2533,"RL",8158,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","BrkFace",214,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,860,860,"Ex",860,869,1729,0,2,1,3,"Gd",7,0,"Attchd","Fin",2,542,386,63,0,"8","WD","Normal",5,5,5,0,0,0
"1074",2534,2534,"RL",11927,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",8,5,"Hip","BrkFace",519,"Gd","TA","PConc","Gd","Gd","BLQ",408,"GLQ",465,683,1556,"Ex",1592,0,1592,0,2,0,3,"Gd",7,1,"Attchd","Fin",2,484,120,35,0,"6","WD","Normal",13,12,13,1,0,1
"1075",2535,2535,"RL",12728,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",8,5,"Gable","BrkFace",256,"Gd","TA","PConc","Gd","Mn","GLQ",1198,"Unf",0,333,1531,"Ex",1531,908,2439,1,2,1,4,"Gd",7,1,"Attchd","Fin",2,560,184,121,0,"1","WD","Normal",6,6,6,0,0,0
"1076",2536,2536,"RL",15295,"IR3","Lvl","Corner","CollgCr","Norm","1Fam",7,5,"Gable","BrkFace",254,"Gd","TA","PConc","Gd","Mn","GLQ",762,"Unf",0,98,860,"Ex",1212,780,1992,1,2,1,3,"Gd",7,2,"Attchd","RFn",2,608,225,32,0,"6","WD","Normal",11,5,11,6,0,6
"1077",2537,2537,"RL",17227,"IR2","Lvl","CulDSac","CollgCr","Norm","1Fam",8,5,"Gable","BrkFace",158,"Gd","TA","PConc","Gd","Gd","GLQ",915,"Unf",0,426,1341,"Ex",1341,0,1341,1,1,1,1,"Gd",5,1,"Attchd","RFn",2,482,240,84,0,"1","WD","Normal",8,7,8,1,0,1
"1078",2538,2538,"RL",8145,"IR1","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,738,738,"Ex",738,738,1476,0,2,1,3,"Gd",7,0,"Attchd","RFn",2,552,0,35,0,"6","New","Partial",0,0,0,0,0,0
"1079",2539,2539,"RL",8769,"Reg","Lvl","FR2","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","Av","GLQ",709,"Unf",0,460,1169,"Ex",1190,0,1190,1,2,0,2,"Gd",5,0,"Attchd","RFn",2,578,100,41,0,"10","WD","Normal",2,2,2,0,0,0
"1080",2540,2540,"RL",8334,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",6,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1330,1330,"Ex",1330,0,1330,0,2,0,3,"Gd",6,1,"Attchd","Fin",2,437,0,23,0,"7","New","Partial",1,0,1,1,0,1
"1081",2541,2541,"RL",8333,"Reg","Lvl","Inside","CollgCr","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,738,738,"Gd",738,753,1491,0,2,1,3,"Gd",7,1,"Attchd","RFn",2,484,100,30,0,"5","WD","Normal",1,1,1,0,0,0
"1082",2542,2542,"RL",9045,"IR1","Lvl","Inside","CollgCr","Norm","1Fam",5,5,"Gable","None",0,"Gd","TA","PConc","Gd","Mn","Unf",0,"Unf",0,768,768,"Ex",768,768,1536,0,2,1,3,"Gd",6,0,"Attchd","Fin",2,400,0,40,0,"6","WD","Normal",2,2,2,0,0,0
"1083",2543,2543,"RL",9825,"Reg","Low","Inside","Edwards","Norm","1Fam",5,5,"Gable","BrkFace",162,"TA","TA","CBlock","Gd","Gd","ALQ",936,"Unf",0,0,936,"Gd",936,0,936,1,1,0,2,"TA",4,1,"Attchd","Unf",1,384,405,0,0,"8","WD","Abnorml",40,40,40,0,0,0
"1084",2544,2544,"RL",8308,"Reg","Lvl","Inside","Edwards","Norm","1Fam",4,6,"Gable","Stone",20,"TA","Gd","CBlock","TA","No","BLQ",132,"LwQ",830.380000000001,115,1088,"TA",1088,0,1088,0,1,0,2,"TA",4,0,"Detchd","Unf",2,520,0,0,0,"6","COD","Normal",44,44,5,0,39,-39
"1085",2545,2545,"RL",16287,"Reg","Lvl","Inside","Edwards","Norm","1Fam",5,6,"Gable","None",0,"TA","Gd","CBlock","TA","No","ALQ",130,"BLQ",105,666,901,"TA",901,450,1351,1,1,0,3,"TA",7,1,"Detchd","Unf",2,576,0,0,43,"7","WD","Normal",82,57,32,25,50,-25
"1086",2546,2546,"RL",8240,"Reg","Lvl","Inside","Edwards","Norm","1Fam",6,6,"Hip","Stone",198,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,1179,1179,"Gd",1179,0,1179,0,1,0,2,"TA",5,0,"Attchd","Fin",2,622,0,0,0,"6","WD","Normal",47,47,47,0,0,0
"1087",2547,2547,"RL",6285,"Reg","Lvl","Inside","Edwards","Norm","1Fam",6,6,"Gable","None",0,"TA","Fa","CBlock","TA","Av","GLQ",504,"Unf",0,456,960,"TA",1044,0,1044,1,1,0,3,"TA",7,1,"Detchd","Unf",2,528,228,0,0,"4","WD","Normal",31,31,31,0,0,0
"1088",2548,2548,"RL",9555,"IR1","Lvl","CulDSac","Edwards","Norm","Duplex",5,6,"Gable","None",0,"TA","TA","Slab","TA","No","Unf",0,"Unf",0,0,0,"TA",1100,1133,2233,0,2,1,5,"TA",11,0,"Attchd","Fin",2,579,0,0,0,"2","WD","Normal",28,28,28,0,0,0
"1089",2549,2549,"RL",7023,"Reg","Lvl","Inside","Edwards","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","PConc","Gd","No","GLQ",611,"Unf",0,123,734,"Gd",734,674,1408,1,2,1,3,"TA",6,0,"BuiltIn","Fin",2,489,0,85,0,"5","WD","Normal",2,1,2,1,0,1
"1090",2550,2550,"RL",37567.6400000002,"IR1","Bnk","Inside","Edwards","Norm","1Fam",10,5,"Hip","Stone",791.280000000001,"Ex","TA","PConc","Ex","Gd","GLQ",1572.41,"Unf",0,1085,2155.05,"Ex",2219.46,0,3123.48,1,2,1,2,"Ex",11,2,"Attchd","Fin",3,1002.79,505.46,285.82,0,"10","New","Partial",-1,-2,-1,1,0,1
"1091",2551,2551,"RM",3675,"Reg","Lvl","Inside","Edwards","Norm","TwnhsE",6,5,"Gable","Stone",76,"TA","TA","PConc","Gd","Gd","GLQ",467,"Unf",0,80,547,"Ex",1072,0,1072,1,1,0,2,"Gd",5,0,"Basment","Fin",2,525,0,44,0,"5","WD","Normal",2,2,2,0,0,0
"1092",2552,2552,"RL",6400,"Reg","Lvl","Inside","Edwards","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","CBlock","TA","Av","Rec",77,"ALQ",830.380000000001,52,960,"Ex",960,0,960,1,1,0,2,"Fa",4,0,"Detchd","Unf",1,392,144,0,35,"12","WD","Normal",48,7,48,41,0,41
"1093",2553,2553,"RL",6882,"Reg","Lvl","Corner","Edwards","Norm","Duplex",4,3,"Gable","BrkCmn",128,"TA","TA","PConc","TA","No","Unf",0,"Unf",0,0,0,"TA",1152,0,1152,0,2,0,2,"Fa",6,0,"Attchd","Unf",0,0,0,0,0,"9","WD","Normal",52,52,28.4938361131256,0,23.5061638868744,-23.5061638868744
"1094",2554,2554,"RL",8741,"Reg","Lvl","Inside","Edwards","Norm","Duplex",5,6,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,1195,1195,"TA",1195,0,1195,0,2,0,4,"TA",8,0,"Attchd","Unf",0,0,118,0,0,"7","WD","Abnorml",61,57,28.4938361131256,4,32.5061638868744,-28.5061638868744
"1095",2555,2555,"RL",10042,"Reg","Bnk","Corner","Edwards","Norm","1Fam",6,8,"Gable","None",0,"TA","TA","BrkTil","TA","No","LwQ",144,"ALQ",278,238,660,"TA",740,125,865,1,1,0,2,"TA",4,1,"Detchd","Unf",1,216,0,0,84,"8","WD","Normal",87,12,87,75,0,75
"1096",2556,2556,"RL",8172,"Reg","Lvl","Inside","Edwards","Norm","1Fam",4,5,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",544,"Unf",0,224,768,"TA",768,0,768,0,1,0,2,"TA",4,1,"Detchd","Unf",1,355,0,0,196,"7","WD","Normal",52,52,48,0,4,-4
"1097",2557,2557,"RL",8172,"Reg","HLS","Inside","Edwards","Norm","1Fam",4,5,"Gable","None",0,"TA","TA","CBlock","TA","No","ALQ",682,"Unf",0,182,864,"TA",864,0,864,1,1,0,3,"TA",5,0,"Detchd","Unf",2,528,196,0,0,"10","COD","Family",52,52,11,0,41,-41
"1098",2558,2558,"RL",10890,"Reg","Lvl","Inside","SWISU","Norm","Duplex",5,6,"Hip","None",0,"TA","TA","PConc","TA","Mn","Rec",371,"Unf",0,925,1296,"Fa",1296,1296,2592,2,2,0,5,"TA",11,0,"Attchd","Unf",0,0,0,285.82,240,"1","WD","AdjLand",84,57,28.4938361131256,27,55.5061638868744,-28.5061638868744
"1099",2559,2559,"RL",7223,"Reg","Lvl","Inside","Crawfor","Norm","1Fam",5,5,"Hip","None",0,"TA","TA","PConc","TA","Mn","BLQ",319,"Unf",0,971,1290,"TA",1422,0,1422,0,1,0,3,"TA",6,0,"Detchd","Unf",1,352,0,0,64,"4","WD","Normal",81,57,34,24,47,-23
"1100",2560,2560,"RL",6821,"Reg","HLS","Inside","Crawfor","Norm","1Fam",6,7,"Gable","None",0,"TA","TA","BrkTil","TA","No","BLQ",113,"Unf",0,538,651,"Gd",759,539,1298,0,2,0,2,"TA",8,1,"Detchd","Unf",1,240,216,0,168,"8","WD","Normal",86,2,13,84,73,11
"1101",2561,2561,"RL",4000,"Reg","Lvl","Inside","Crawfor","Norm","1Fam",7,8,"Gable","None",0,"TA","TA","BrkTil","Gd","No","GLQ",246,"Unf",0,285,531,"TA",567,531,1098,1,1,0,2,"TA",5,1,"Detchd","Unf",1,216,0,0,0,"6","WD","Normal",77,12,77,65,0,65
"1102",2562,2562,"RL",6720,"Reg","Lvl","Inside","Crawfor","Norm","1Fam",6,7,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,585,585,"TA",851,585,1436,0,1,0,3,"TA",7,1,"Detchd","Unf",1,228,184,0,0,"4","CWD","Normal",86,57,15,29,71,-42
"1103",2563,2563,"RL",7155,"Reg","Lvl","Inside","Crawfor","Norm","1Fam",6,8,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,686,686,"TA",686,775,1461,0,1,0,3,"TA",6,1,"Detchd","Unf",1,225,0,0,116,"7","WD","Normal",81,16,81,65,0,65
"1104",2564,2564,"RL",7230,"Reg","Lvl","Inside","Crawfor","Norm","1Fam",7,7,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,851,851,"Gd",867,851,1718,0,2,1,4,"Gd",8,1,"Detchd","Unf",2,264,291,0,60,"10","WD","Normal",80,15,80,65,0,65
"1105",2565,2565,"RL",13108,"IR2","HLS","Inside","Crawfor","Norm","1Fam",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,0,0,"Fa",1226,0,1226,0,1,1,2,"TA",7,1,"Attchd","Fin",2,400,174,24,120,"6","WD","Normal",56,56,56,0,0,0
"1106",2566,2566,"RL",7810,"IR1","HLS","Inside","Crawfor","Norm","1Fam",4,6,"Gable","None",0,"TA","Gd","BrkTil","TA","No","GLQ",189,"Unf",0,741,930,"Ex",1230,525,1755,0,2,0,4,"Gd",7,1,"Detchd","Unf",1,231,0,40,0,"11","WD","Normal",77,4,77,73,0,73
"1107",2567,2567,"RL",6221,"IR1","Lvl","Inside","Crawfor","Norm","2fmCon",5,5,"Gable","None",0,"TA","TA","CBlock","TA","No","LwQ",533,"Unf",0,195,728,"Ex",760,595,1355,0,2,0,3,"TA",5,0,"Detchd","Unf",2,528,0,0,0,"10","WD","Normal",66,57,41,9,25,-16
"1108",2568,2568,"RL",25485,"IR1","Lvl","CulDSac","Crawfor","Norm","1Fam",6,4,"Gable","BrkFace",423,"TA","Fa","CBlock","TA","Mn","LwQ",540,"Rec",830.380000000001,0,1560,"TA",1560,0,1560,0,1,1,3,"TA",6,2,"Attchd","RFn",2,580,0,75,261.05,"5","WD","Normal",47,47,47,0,0,0
"1109",2569,2569,"RL",21579,"IR1","Lvl","CulDSac","Crawfor","Norm","1Fam",6,6,"Hip","None",0,"TA","TA","PConc","Gd","No","BLQ",813,"Unf",0,675,1488,"Ex",1488,0,1488,0,2,0,3,"TA",7,2,"Attchd","RFn",2,552,0,0,216,"9","CWD","Normal",39,39,39,0,0,0
"1110",2570,2570,"RM",1782,"Reg","Lvl","Inside","Blueste","Norm","Twnhs",6,6,"Gable","None",0,"TA","Gd","CBlock","Gd","No","GLQ",330,"Unf",0,186,516,"Gd",529,516,1045,0,1,0,2,"TA",5,1,"Detchd","Unf",2,462,180,0,0,"12","WD","Normal",27,27,27,0,0,0
"1111",2571,2571,"RL",17871,"IR2","Lvl","Inside","Crawfor","Norm","1Fam",4,5,"Gable","None",0,"TA","TA","PConc","Gd","No","Unf",0,"Unf",0,1680,1680,"Gd",1680,0,1680,0,2,0,4,"Gd",7,0,"Attchd","Unf",2,628,152,0,0,"6","WD","Normal",12,11,11,1,1,0
"1112",2572,2572,"RM",3907,"IR1","Bnk","Inside","Blueste","Norm","TwnhsE",8,5,"Gable","None",0,"TA","TA","CBlock","Gd","Gd","GLQ",577,"Unf",0,427,1004,"Gd",1020,0,1020,1,1,0,1,"TA",4,0,"Attchd","Unf",2,509,135,0,0,"3","WD","Normal",19,19,19,0,0,0
"1113",2573,2573,"RL",20693,"IR1","Bnk","Corner","Crawfor","Norm","1Fam",7,5,"Gable","BrkFace",652,"TA","TA","CBlock","Gd","No","Rec",434,"Unf",0,1262,1696,"Ex",1696,0,1696,0,2,0,3,"TA",7,2,"Attchd","Fin",2,625,0,146,0,"2","WD","Normal",36,36,36,0,0,0
"1114",2574,2574,"RL",18044,"IR1","HLS","CulDSac","Crawfor","Norm","1Fam",8,5,"Gable","None",0,"Gd","TA","CBlock","Gd","No","Unf",0,"Unf",0,279,279,"Gd",2219.46,0,2726,0,2,1,2,"Gd",6,1,"Attchd","Fin",2,691,216,64,169,"8","WD","Normal",21,21,21,0,0,0
"1115",2575,2575,"RM",7000,"Reg","Lvl","Corner","IDOTRR","Norm","1Fam",6,7,"Gable","None",0,"TA","TA","BrkTil","TA","No","ALQ",375,"Unf",0,345,720,"Gd",720,495,1215,0,1,0,3,"Gd",6,0,"Detchd","Fin",2,720,0,0,30,"5","WD","Normal",67,57,42,10,25,-15
"1116",2576,2576,"RM",7288,"Reg","Lvl","Inside","IDOTRR","Artery","1Fam",5,7,"Gable","None",0,"Gd","Gd","BrkTil","TA","No","Unf",0,"Unf",0,936,936,"Ex",936,665,1601,0,2,0,3,"TA",6,0,"Attchd","Unf",0,0,0,0,0,"9","WD","Normal",82,4,28.4938361131256,78,53.5061638868744,24.4938361131256
"1117",2577,2577,"RM",9060,"Reg","Lvl","Inside","IDOTRR","Norm","1Fam",5,6,"Gable","None",0,"TA","TA","BrkTil","Gd","No","ALQ",548,"Unf",0,311,859,"Ex",942,886,1828,0,2,0,3,"Gd",6,0,"Detchd","Unf",1.76712328767123,472.980136986301,174,0,212,"3","WD","Alloca",84,8,28.4938361131256,76,55.5061638868744,20.4938361131256
"1118",2578,2578,"RM",3672,"Reg","Lvl","Inside","IDOTRR","Artery","1Fam",5,7,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,816,816,"Ex",816,0,816,0,1,0,2,"TA",5,0,"Detchd","Unf",1,100,0,0,96,"9","WD","Normal",85,57,85,28,0,28
"1119",2579,2579,"RM",11067,"Reg","Lvl","Corner","IDOTRR","Norm","1Fam",3,4,"Gable","None",0,"TA","TA","BrkTil","TA","No","Unf",0,"Unf",0,0,0,"Ex",640,0,845,0,1,0,1,"TA",4,0,"Detchd","Unf",1,256,48,0,0,"3","WD","Normal",68,57,57,11,11,0
"1120",2580,2580,"C (all)",8250,"Reg","Lvl","Inside","IDOTRR","Feedr","2fmCon",5,6,"Gable","None",0,"TA","Gd","CBlock","TA","No","Unf",0,"Unf",0,957,957,"Fa",1034,957,1991,0,2,0,4,"TA",9,0,"Attchd","Unf",0,0,0,0,133,"6","WD","Normal",107.82,1,28.4938361131256,106.82,79.3261638868744,27.4938361131256
"1121",2581,2581,"C (all)",6565,"Reg","Lvl","Corner","IDOTRR","Norm","1Fam",4,6,"Gable","None",0,"TA","TA","CBlock","TA","No","GLQ",967,"Unf",0,106,1073,"Gd",1073,0,1073,1,1,0,3,"TA",6,0,"Detchd","Unf",2,720,0,285.82,0,"8","WD","Abnorml",50,27,22,23,28,-5
"1122",2582,2582,"C (all)",6060,"Reg","Lvl","Inside","IDOTRR","Norm","1Fam",5,9,"Hip","None",0,"Gd","TA","BrkTil","TA","No","ALQ",737,"Unf",0,100,837,"Ex",1001,0,1001,0,1,0,2,"Gd",5,0,"Detchd","Unf",1,216,154,0,42,"11","WD","Normal",77,0,77,77,0,77
"1123",2583,2583,"RM",5568,"IR1","HLS","Inside","Crawfor","Norm","TwnhsE",8,5,"Hip","Stone",473,"Gd","TA","PConc","Gd","Gd","GLQ",1572.41,"Unf",0,0,1573,"Gd",1625,0,1625,1,2,0,2,"Gd",5,1,"Attchd","Fin",2,495,123,0,0,"10","New","Partial",1,0,1,1,0,1
"1124",2584,2584,"RL",12150,"IR1","Bnk","CulDSac","Mitchel","Norm","1Fam",6,6,"Gable","None",0,"TA","TA","CBlock","Gd","Av","GLQ",1001,"Unf",0,0,1001,"TA",1299,0,1299,1,2,0,2,"Gd",5,1,"BuiltIn","RFn",2,486,84,0,222,"1","WD","Normal",28,28,28,0,0,0
"1125",2585,2585,"RL",10000,"Reg","Lvl","Inside","Mitchel","Norm","1Fam",5,5,"Gable","BrkFace",166,"Gd","TA","PConc","Gd","No","GLQ",585,"Unf",0,856,1441,"Ex",1392,0,1392,0,2,0,3,"Gd",6,1,"Attchd","Fin",3,650,168,49,0,"12","WD","Normal",5,5,5,0,0,0
"1126",2586,2586,"RL",12864,"IR1","Lvl","CulDSac","Mitchel","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","GLQ",1392,"Unf",0,17,1409,"Ex",1409,0,1409,1,1,1,1,"Gd",4,1,"Attchd","RFn",2,576,0,144,0,"7","WD","Normal",5,5,5,0,0,0
"1127",2587,2587,"RL",9928,"IR1","Lvl","CulDSac","Mitchel","Norm","1Fam",7,5,"Gable","None",0,"TA","TA","PConc","Gd","No","GLQ",1239,"Unf",0,215,1454,"TA",1478,0,1478,1,2,0,3,"TA",6,1,"Attchd","Unf",2,506,114,22,0,"5","WD","Normal",16,15,16,1,0,1
"1128",2588,2588,"RL",8750,"IR1","Lvl","Inside","Mitchel","Norm","1Fam",7,6,"Gable","Stone",50,"TA","TA","CBlock","TA","Av","Rec",224,"GLQ",530,98,852,"TA",918,0,918,0,1,0,3,"TA",4,0,"Attchd","Unf",1,360,192,84,0,"3","WD","Normal",32,32,32,0,0,0
"1129",2589,2589,"RL",8410,"IR1","Lvl","Corner","Mitchel","Norm","1Fam",6,6,"Gable","None",0,"TA","TA","CBlock","Gd","Av","ALQ",924,"Unf",0,46,970,"TA",1026,0,1026,1,1,0,2,"TA",5,1,"Attchd","Unf",2,528,193,0,0,"4","WD","Normal",33,33,33,0,0,0
"1130",2590,2590,"RL",4054,"IR1","Lvl","Inside","Timber","Norm","TwnhsE",7,6,"Gable","BrkFace",352,"Gd","TA","BrkTil","Gd","Av","GLQ",949,"Unf",0,552,1501,"Ex",1501,0,1501,1,2,0,2,"Gd",5,2,"Attchd","Fin",2,512,240,0,0,"10","WD","Normal",20,20,20,0,0,0
"1131",2591,2591,"RL",19958,"Reg","Lvl","Inside","Timber","Norm","1Fam",6,8,"Hip","BrkFace",791.280000000001,"TA","Gd","CBlock","TA","No","Unf",0,"Unf",0,585,585,"Gd",2219.46,0,2279,0,2,1,4,"Gd",7,1,"Attchd","RFn",2,461,274,0,0,"7","WD","Normal",49,12,49,37,0,37
"1132",2592,2592,"RL",8368,"IR1","HLS","Inside","Timber","Norm","1Fam",7,5,"Gable","None",0,"Gd","TA","PConc","Gd","No","Unf",0,"Unf",0,1689,1689,"Ex",1689,0,1689,0,2,0,3,"Gd",7,0,"Attchd","Fin",2,433,100,39,0,"4","New","Partial",1,0,0,1,1,0
"1133",2593,2593,"RL",8298,"IR1","HLS","Inside","Timber","Norm","1Fam",8,5,"Hip","None",103.685261707989,"Gd","TA","PConc","Gd","Av","GLQ",583,"Unf",0,963,1546,"Ex",1564,0,1564,0,2,0,2,"Ex",6,1,"Attchd","RFn",2,502,132,0,0,"9","New","Partial",1,0,-2,1,3,-2
"1134",2594,2594,"RL",10331,"Reg","Lvl","CulDSac","Timber","Norm","1Fam",7,7,"Gable","None",0,"TA","TA","CBlock","Gd","No","ALQ",215,"BLQ",80,970,1265,"Gd",1240,0,1240,0,2,0,3,"Gd",6,0,"Attchd","Unf",2,528,232,0,0,"7","WD","Normal",22,22,22,0,0,0
"1135",2595,2595,"RL",6718,"IR1","Lvl","Inside","Timber","Norm","1Fam",8,5,"Gable","BrkFace",86,"Gd","TA","PConc","Ex","Mn","GLQ",250,"Unf",0,1017,1267,"Ex",1312,0,1312,0,2,0,2,"Gd",5,0,"Attchd","Unf",2,471,256,28,0,"1","WD","Normal",6,6,6,0,0,0
"1136",2596,2596,"RL",11305,"Reg","Lvl","Inside","Timber","Norm","1Fam",8,5,"Hip","BrkFace",791.280000000001,"Gd","TA","PConc","Gd","Av","GLQ",1329,"Unf",0,593,1922,"Ex",1922,0,1922,1,2,0,2,"Gd",6,1,"Attchd","Fin",3,692,201,64,0,"4","WD","Normal",5,5,5,0,0,0
"1137",2597,2597,"RL",7777,"IR1","Lvl","Inside","Timber","Norm","1Fam",6,5,"Gable","BrkFace",203,"Gd","TA","PConc","Ex","No","Unf",0,"Unf",0,1491,1491,"Ex",1491,0,1491,0,2,0,3,"TA",7,1,"Attchd","Fin",2,571,0,35,0,"11","WD","Normal",11,11,11,0,0,0
"1138",2598,2598,"RL",11800,"IR1","Lvl","Inside","Timber","Norm","1Fam",7,5,"Gable","BrkFace",94,"Gd","TA","PConc","Gd","Gd","GLQ",766,"Unf",0,356,1122,"Ex",1146,1340,2486,1,3,1,5,"Gd",10,1,"BuiltIn","Fin",2,452,143,32,0,"7","WD","Normal",4,3,4,1,0,1
"1139",2599,2599,"RL",12633,"IR1","HLS","Inside","Timber","PosA","1Fam",10,5,"Hip","BrkFace",242,"Ex","TA","PConc","Ex","Gd","Unf",0,"Unf",0,1797.05,1824,"Ex",1824,0,1824,0,2,0,3,"Ex",8,1,"Attchd","Fin",3,932,160,36,0,"9","New","Partial",1,0,1,1,0,1
"1140",2600,2600,"RL",37567.6400000002,"Reg","Lvl","Inside","Mitchel","Artery","1Fam",3,5,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,0,0,"Ex",2034,0,2034,0,1,0,2,"TA",9,0,"2Types","RFn",3,1002.79,483,266,0,"6","WD","Normal",54,54,54,0,0,0
"1141",2601,2601,"RM",6710,"IR1","Lvl","FR3","Mitchel","Norm","TwnhsE",6,5,"Gable","BrkFace",134,"TA","TA","PConc","Ex","Av","Rec",16,"GLQ",830.380000000001,0,920,"Ex",936,0,936,2,1,1,1,"TA",3,0,"Attchd","Fin",2,460,0,40,0,"6","WD","Normal",11,10,11,1,0,1
"1142",2602,2602,"RM",1680,"Reg","Lvl","Inside","MeadowV","Norm","Twnhs",4,4,"Gable","None",0,"TA","TA","CBlock","TA","No","BLQ",252,"Unf",0,294,546,"TA",546,546,1092,0,1,1,3,"TA",5,0,"Attchd","Unf",1,253,0,0,0,"5","WD","Normal",35,35,35,0,0,0
"1143",2603,2603,"RM",1680,"Reg","Lvl","Inside","MeadowV","Norm","Twnhs",4,5,"Gable","None",0,"TA","TA","CBlock","Gd","Av","GLQ",503,"Unf",0,27,530,"TA",530,462,992,1,1,0,2,"TA",4,0,"BuiltIn","Fin",1,297,112,97,0,"7","WD","Normal",37,37,37,0,0,0
"1144",2604,2604,"RM",1680,"Reg","Lvl","Inside","MeadowV","Norm","TwnhsE",4,6,"Gable","BrkFace",189,"TA","TA","CBlock","TA","No","ALQ",384,"Unf",0,162,546,"Ex",546,546,1092,0,1,1,3,"TA",5,0,"Attchd","Unf",0,0,0,64,0,"5","WD","Normal",37,37,28.4938361131256,0,8.50616388687445,-8.50616388687445
"1145",2605,2605,"RM",1890,"Reg","Lvl","Inside","MeadowV","Norm","Twnhs",4,3,"Gable","None",0,"TA","TA","CBlock","TA","No","Unf",0,"Unf",0,546,546,"Ex",546,546,1092,0,1,1,3,"TA",6,0,"Attchd","Unf",1,286,0,0,0,"4","COD","Normal",31,31,31,0,0,0
"1146",2606,2606,"RL",9129,"Reg","Lvl","Inside","Mitchel","Norm","1Fam",5,5,"Gable","BrkFace",144,"TA","TA","PConc","Gd","Av","GLQ",923,"Unf",0,0,923,"TA",1008,0,1008,1,1,0,1,"Gd",4,1,"Attchd","Fin",2,678,201,66,0,"7","WD","Normal",30,30,30,0,0,0
"1147",2607,2607,"RL",15957,"IR1","Low","Corner","Mitchel","Norm","1Fam",6,6,"Gable","None",0,"TA","TA","PConc","Gd","Gd","GLQ",1148,"Unf",0,96,1244,"TA",1356,0,1356,2,2,0,3,"TA",6,1,"Attchd","Fin",2,528,505.46,0,0,"9","WD","Normal",30,30,30,0,0,0
"1148",2608,2608,"RL",33983,"IR1","Lvl","Inside","Mitchel","Norm","1Fam",5,6,"Gable","None",0,"TA","Fa","PConc","TA","Mn","ALQ",1112,"Unf",0,48,1160,"TA",1676,0,1676,1,1,1,3,"Gd",6,2,"Attchd","RFn",2,672,505.46,90,0,"5","WD","Normal",30,13,30,17,0,17
"1149",2609,2609,"RL",8286,"IR1","Lvl","Corner","Mitchel","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","PConc","Gd","No","Rec",531,"Unf",0,185,716,"Ex",716,716,1432,1,1,1,3,"TA",6,1,"Attchd","Fin",2,531,0,136,0,"6","WD","Normal",30,30,30,0,0,0
"1150",2610,2610,"RL",6723,"Reg","Lvl","Inside","Mitchel","Norm","1Fam",5,7,"Gable","None",0,"TA","TA","CBlock","Gd","Av","GLQ",796,"Unf",0,0,796,"TA",796,0,796,0,1,0,2,"TA",5,0,"Attchd","Unf",0,0,129,0,0,"9","WD","Normal",36,36,28.4938361131256,0,7.50616388687445,-7.50616388687445
